iter,x1,x2,y
0,11.6000576571,-3.18394514906,1.23221339168
1,-17.6124161514,-2.70450218893,3.04656125008
2,-17.2809580061,18.1379288765,6.02696901283
3,-12.3147487223,-19.133141177,5.35807284238
4,-3.96350976696,-4.6214517052,0.125405464662
5,-14.1721931291,6.70091380988,2.70740963661
6,-3.91128827037,16.7334392187,2.9765980463
7,-1.38128955533,-16.3366622558,2.88123446675
8,18.846826733,18.9576023988,7.15302038974
9,-1.15533883539,4.6619781527,0.208065668087
10,7.78630163427,18.8834365937,4.17345249621
11,10.7805198526,9.76405415121,2.21471364048
12,16.1080864043,-18.0319306495,5.70156354882
13,-18.3767964636,-12.445075565,5.17072530943
14,18.4515359732,-9.13382954172,4.28069807135
15,18.3880490557,3.25075623166,3.24075550674
16,6.9382385106,-11.2233800869,1.53880024714
17,-9.13266704679,-10.7914997184,1.99864368447
18,7.4718179257,-19.4324759566,4.43163708305
19,2.83246177509,12.3413878321,1.35447517882
20,4.12354821229,-0.824939168835,0.29826011342
21,18.3508584059,11.094930494,4.81203751454
22,-8.59601004324,1.03451691185,0.929660338106
23,-10.7197870293,14.4609457615,3.07507761643
24,-19.9448797143,-19.4890573223,8.00758795032
25,-7.14626440288,7.76509010694,1.22072493967
26,0.719607548513,-8.51408734487,0.889298691328
27,5.79163865676,5.21943086078,0.59349480372
28,17.8856427104,-2.85796523307,3.09552230685
29,-19.1690242149,10.5986020984,5.04686800905
30,-11.5008189738,-5.06764137737,1.32949851563
31,-19.8345589308,4.2728088239,4.08406272852
32,12.2304453831,4.08280859078,1.42582266408
33,12.8326733015,-12.0529454003,3.01928823938
34,1.8384522747,19.0503792564,3.42335967263
35,-6.35691922681,-19.785177467,4.40693412111
36,14.2989452377,14.9605827685,4.35056710918
37,-2.43092940528,11.1787434447,1.20125115355
38,-9.81726419176,19.7480860817,5.11316769573
39,-13.5364524751,1.43713242348,1.72778351011
40,6.30735828796,-5.72046659611,0.878560332865
41,-3.55913000775,0.187878094833,0.355044467494
42,-3.53325043982,-11.3413020485,1.21787162887
43,-19.9777224097,-7.29778944095,4.71125483067
44,-14.4927788881,-8.80661910887,2.95462988611
45,2.52757304682,-19.6778949294,3.79890952767
46,-13.7660371074,-14.2717757939,3.79249285092
47,7.86656834421,13.5708088613,2.71043709896
48,-8.56893069549,-15.5312619727,3.03558660778
49,19.8778849798,-14.2463609637,5.78600843037
50,2.07731683992,-12.8019577706,1.45208458178
51,0.766754191456,-3.62813443305,0.348434964651
52,10.8114987031,-7.49190809713,1.52205208739
53,8.00181785352,-0.119316771718,0.677477811896
54,11.0710192822,-16.3686350036,3.75185821337
55,12.3902959436,19.9063887553,5.52639469105
56,15.0222431459,7.77072989123,2.94991818322
57,0.886234418408,7.76991000407,0.603147302897
58,-6.74005194705,12.3179678071,1.94769840367
59,-14.7459327045,11.3891653907,3.22744251006
60,-4.86798584197,4.2974224411,0.177158245292
61,0.539511485777,1.23311693983,-0.0376163877317
62,2.102520039,2.96493797223,0.352324452971
63,-7.76133987005,-6.55964039873,1.21774892064
64,14.6383547292,0.214521196793,2.26373556387
65,5.76682017937,9.3034479653,1.21054408026
66,6.72642195908,-15.2347858284,2.91973467068
67,-10.6409799023,9.9015757901,2.20961497353
68,-10.661935376,4.29406503184,1.20161123047
69,14.8831859786,-6.62588446963,2.86275164936
70,-6.3136459919,-2.41926019391,0.235181517457
71,19.7275263795,-20.0,8.13762082678
72,0.0410696860761,15.2344192133,2.54338811171
73,-19.9491759907,15.0222710738,5.98957599885
74,20.0,6.81548598538,4.62728291897
75,-0.451803849877,-0.730005437285,-0.156021662618
76,1.30979066962,-0.660562257458,-0.00440007878019
77,-1.77021410752,-2.13703777657,0.310393815153
78,20.0,15.0381557993,6.01296710289
79,12.2520385524,-20.0,5.52793985053
80,4.48642362119,16.2185853728,2.94069149308
81,-3.25415406475,-7.62971125915,0.794666927901
82,-16.0732767793,-17.4948020743,5.59560802901
83,-3.21898967156,7.39940474862,0.704537750579
84,-2.39111391629,-20.0,3.98858489136
85,-2.20046034856,20.0,3.97462066696
86,-19.9857922962,0.296320272353,3.89044287239
87,9.14754454724,6.00747388264,1.21060458242
88,-13.2043269939,17.5549561815,5.07523151988
89,4.1014226591,-8.73293894519,1.17465049048
90,-1.19265890243,0.893290318218,0.00205225943338
91,-13.8177317443,-2.28461660381,1.92862737799
92,-4.87379846235,-14.5878998897,2.60232527899
93,10.5946626866,16.1073458654,3.48967247674
94,-9.50615901201,-2.22628969612,1.18903991919
95,15.9476411235,-14.0712132235,4.71068809325
96,-6.02639435751,20.0,4.47591840431
97,5.31911102958,2.07758423481,0.115986844897
98,20.0,-5.7513855665,4.42587454306
99,20.0,-0.000950149373521,3.89797948455
100,-7.55253689065,16.2549555288,3.06232617659
101,11.0630048491,0.695940407408,1.20644906934
102,3.10866100587,-16.0402398094,2.87142902843
103,-16.2138074279,3.5980743581,2.91368492952
104,14.1861979723,11.288277891,3.09881633931
105,3.00571378413,-5.44563828067,0.137390680259
106,-20.0,-15.6900480945,6.22202126813
107,8.22581190756,-3.24765490965,0.991081873921
108,-15.9971510488,14.6257524008,4.93585303847
109,-17.6800519336,7.25748829252,3.41109204555
110,-15.4279598787,-5.48790039522,2.87781227115
111,8.12538575598,2.9098023344,0.920122521656
112,-7.3931505203,4.19985251136,0.874033526188
113,-6.04567742274,-9.33673218975,1.20543681443
114,-1.11030325031,-5.52648155044,0.118164389675
115,2.86802543518,5.67368034765,0.154849888321
116,-20.0,20.0,8.24998765213
117,9.57389795093,-13.0431345272,2.8405234017
118,-2.83299213689,2.79525897994,0.325580451602
119,-11.0412250767,-8.1819091654,1.79236425147
120,4.28406054531,-3.35508952785,0.129548364662
121,-0.989808975023,-12.8903714294,1.43761148137
122,15.2538307949,4.23439648309,2.7542154703
123,-5.6532114257,1.61657816361,0.115786262055
124,7.76363826405,-8.25181164409,1.20163333319
125,15.4235833842,18.2444938636,5.62685303066
126,14.5804331817,-3.20587031078,2.40652705855
127,0.468386085983,10.4938955726,1.22134020243
128,-12.2594555506,-11.3467143598,2.92621342119
129,15.201578972,-9.96309650059,3.1081782905
130,-16.4528563017,0.305755808229,2.89120743646
131,11.20590879,12.8806187823,2.96593788314
132,4.80927767785,20.0,4.2685890908
133,-4.96007574408,9.70507935097,1.21198423929
134,-3.7916806155,13.6209332074,1.99948404931
135,3.463817846,7.80651230914,0.887853250057
136,-10.1108928711,6.9540170721,1.2666787182
137,-4.1349682726,-2.37950714512,0.213019162748
138,2.6765731286,0.836061961742,0.314528362651
139,-0.306820966796,2.74006635737,0.307776758887
140,11.9613001264,6.96291889514,1.84242661587
141,0.899115382802,5.1748053856,0.147347850989
142,-6.09884569542,-0.343043527798,0.126941276541
143,-5.95848319525,-4.55204597503,0.475191185786
144,-17.473875422,-9.28020713142,3.76628248115
145,-11.1752086443,-0.0528941582911,1.20418260992
146,-6.72214287163,-12.3113367697,1.94007136782
147,0.995569243745,-5.94177153973,0.121269877995
148,2.46330965076,-2.28664985179,0.356970514009
149,5.89914950747,-1.97925531505,0.137636903059
150,-20.0,-4.11035768557,4.16836497487
151,-9.36579803636,-20.0,5.12609717466
152,10.1730190186,-10.1168472429,2.11052143148
153,-1.37916863936,-9.78082801625,1.20047262244
154,4.71883972113,-12.7871044478,1.73635414032
155,8.02787648377,10.5337452297,1.55931850545
156,4.05186380337,3.67733235661,0.127283799765
157,-4.37258173217,-17.4155032295,3.06752399954
158,-14.7815622144,20.0,5.94355431285
159,-2.24600177761,-4.16353843707,0.219216834433
160,-11.3980588187,-16.09485227,3.72887400777
161,5.35553883181,12.1359907954,1.56823264717
162,9.24881562626,-5.44129470826,1.21692576489
163,-3.11145223449,5.05455289985,0.117259162017
164,-1.0133094465,6.60067189478,0.215189431653
165,5.72567661027,0.315155774437,0.115544622626
166,17.040161886,13.9334768314,5.09503668129
167,-5.18903413379,6.07838446977,0.673135454648
168,-15.3445191616,-11.7312938223,3.50739342831
169,0.259542574518,-1.80914630669,0.0969179176003
170,7.05046596648,7.27695583548,1.2166280498
171,-1.4063391576,8.68090802239,0.975264545739
172,-13.1285563669,4.06270839208,1.79259041082
173,0.16424210601,0.122308933492,-0.244357074958
174,2.12433944953,-10.363779964,1.22030548433
175,-5.11359364327,-6.47583908561,0.777609405659
176,-8.20654224743,-4.16507205916,1.09082839832
177,17.1751650981,0.431405476923,2.97622897076
178,20.0,-11.3450685237,5.42164270459
179,5.05367748904,-17.9586363561,3.23518386873
180,-10.2003234765,-13.2696386587,2.93019262059
181,-7.98592730453,10.0596970632,1.4093097272
182,19.0746450213,-16.9977436134,6.29902881191
183,12.3201748919,-5.48438698112,1.66707215178
184,13.7643549372,-16.0120466776,4.61845965111
185,-12.1158431541,12.155834046,2.97453149336
186,9.88694785378,-1.46696821299,1.20945753875
187,-0.958991225801,-7.06887075531,0.343972563868
188,-0.50472109654,12.7044618736,1.36931800615
189,2.46648048814,-6.9817370627,0.439680861753
190,3.03988222148,9.93661891222,1.22183222746
191,-15.2504767527,-20.0,6.07581277653
192,-4.63615414651,2.73353842777,0.134487042057
193,17.2524441889,6.20849407869,3.14422714055
194,-13.1110706518,9.05590406741,2.78270612578
195,7.34421284865,16.1189665656,3.03235291329
196,-0.849133365929,17.6009949699,3.02115126684
197,12.7504475779,-8.84562690088,2.65370933645
198,0.163237671843,-18.4463684467,3.17292685516
199,-7.51591010216,-1.06561824479,0.511272823408
